Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T22:00+02:00;2026-06-01T23:00+02:00;2026-06-01;22:00;23:00;2;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T22:00+02:00;2026-06-01T23:00+02:00;2026-06-01;22:00;23:00;Totalt i retning Sandnes;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T22:00+02:00;2026-06-01T23:00+02:00;2026-06-01;22:00;23:00;Totalt i retning Stavanger;5;100,0;1;1;0;5;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T22:00+02:00;2026-06-01T23:00+02:00;2026-06-01;22:00;23:00;Totalt;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T23:00+02:00;2026-06-02T00:00+02:00;2026-06-01;23:00;00:00;1;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T23:00+02:00;2026-06-02T00:00+02:00;2026-06-01;23:00;00:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T23:00+02:00;2026-06-02T00:00+02:00;2026-06-01;23:00;00:00;Totalt i retning Sandnes;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T23:00+02:00;2026-06-02T00:00+02:00;2026-06-01;23:00;00:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T23:00+02:00;2026-06-02T00:00+02:00;2026-06-01;23:00;00:00;Totalt;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T00:00+02:00;2026-06-02T01:00+02:00;2026-06-02;00:00;01:00;1;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T00:00+02:00;2026-06-02T01:00+02:00;2026-06-02;00:00;01:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T00:00+02:00;2026-06-02T01:00+02:00;2026-06-02;00:00;01:00;Totalt i retning Sandnes;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T00:00+02:00;2026-06-02T01:00+02:00;2026-06-02;00:00;01:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T00:00+02:00;2026-06-02T01:00+02:00;2026-06-02;00:00;01:00;Totalt;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T01:00+02:00;2026-06-02T02:00+02:00;2026-06-02;01:00;02:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T01:00+02:00;2026-06-02T02:00+02:00;2026-06-02;01:00;02:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T01:00+02:00;2026-06-02T02:00+02:00;2026-06-02;01:00;02:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T01:00+02:00;2026-06-02T02:00+02:00;2026-06-02;01:00;02:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T01:00+02:00;2026-06-02T02:00+02:00;2026-06-02;01:00;02:00;Totalt;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T02:00+02:00;2026-06-02T03:00+02:00;2026-06-02;02:00;03:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T02:00+02:00;2026-06-02T03:00+02:00;2026-06-02;02:00;03:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T02:00+02:00;2026-06-02T03:00+02:00;2026-06-02;02:00;03:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T02:00+02:00;2026-06-02T03:00+02:00;2026-06-02;02:00;03:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T02:00+02:00;2026-06-02T03:00+02:00;2026-06-02;02:00;03:00;Totalt;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T03:00+02:00;2026-06-02T04:00+02:00;2026-06-02;03:00;04:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T03:00+02:00;2026-06-02T04:00+02:00;2026-06-02;03:00;04:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T03:00+02:00;2026-06-02T04:00+02:00;2026-06-02;03:00;04:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T03:00+02:00;2026-06-02T04:00+02:00;2026-06-02;03:00;04:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T03:00+02:00;2026-06-02T04:00+02:00;2026-06-02;03:00;04:00;Totalt;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T04:00+02:00;2026-06-02T05:00+02:00;2026-06-02;04:00;05:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T04:00+02:00;2026-06-02T05:00+02:00;2026-06-02;04:00;05:00;2;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T04:00+02:00;2026-06-02T05:00+02:00;2026-06-02;04:00;05:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T04:00+02:00;2026-06-02T05:00+02:00;2026-06-02;04:00;05:00;Totalt i retning Stavanger;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T04:00+02:00;2026-06-02T05:00+02:00;2026-06-02;04:00;05:00;Totalt;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T05:00+02:00;2026-06-02T06:00+02:00;2026-06-02;05:00;06:00;1;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T05:00+02:00;2026-06-02T06:00+02:00;2026-06-02;05:00;06:00;2;12;100,0;1;1;0;12;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T05:00+02:00;2026-06-02T06:00+02:00;2026-06-02;05:00;06:00;Totalt i retning Sandnes;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T05:00+02:00;2026-06-02T06:00+02:00;2026-06-02;05:00;06:00;Totalt i retning Stavanger;12;100,0;1;1;0;12;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T05:00+02:00;2026-06-02T06:00+02:00;2026-06-02;05:00;06:00;Totalt;15;100,0;1;1;0;15;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T06:00+02:00;2026-06-02T07:00+02:00;2026-06-02;06:00;07:00;1;22;100,0;1;1;0;22;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T06:00+02:00;2026-06-02T07:00+02:00;2026-06-02;06:00;07:00;2;78;100,0;1;1;0;78;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T06:00+02:00;2026-06-02T07:00+02:00;2026-06-02;06:00;07:00;Totalt i retning Sandnes;23;100,0;1;1;0;23;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T06:00+02:00;2026-06-02T07:00+02:00;2026-06-02;06:00;07:00;Totalt i retning Stavanger;77;100,0;1;1;0;77;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T06:00+02:00;2026-06-02T07:00+02:00;2026-06-02;06:00;07:00;Totalt;100;100,0;1;1;0;100;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T07:00+02:00;2026-06-02T08:00+02:00;2026-06-02;07:00;08:00;1;26;100,0;1;1;0;26;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T07:00+02:00;2026-06-02T08:00+02:00;2026-06-02;07:00;08:00;2;108;100,0;1;1;0;108;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T07:00+02:00;2026-06-02T08:00+02:00;2026-06-02;07:00;08:00;Totalt i retning Sandnes;27;100,0;1;1;0;27;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T07:00+02:00;2026-06-02T08:00+02:00;2026-06-02;07:00;08:00;Totalt i retning Stavanger;107;100,0;1;1;0;107;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T07:00+02:00;2026-06-02T08:00+02:00;2026-06-02;07:00;08:00;Totalt;134;100,0;1;1;0;134;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T08:00+02:00;2026-06-02T09:00+02:00;2026-06-02;08:00;09:00;1;24;100,0;1;1;0;24;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T08:00+02:00;2026-06-02T09:00+02:00;2026-06-02;08:00;09:00;2;48;100,0;1;1;0;48;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T08:00+02:00;2026-06-02T09:00+02:00;2026-06-02;08:00;09:00;Totalt i retning Sandnes;24;100,0;1;1;0;24;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T08:00+02:00;2026-06-02T09:00+02:00;2026-06-02;08:00;09:00;Totalt i retning Stavanger;48;100,0;1;1;0;48;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T08:00+02:00;2026-06-02T09:00+02:00;2026-06-02;08:00;09:00;Totalt;72;100,0;1;1;0;72;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T09:00+02:00;2026-06-02T10:00+02:00;2026-06-02;09:00;10:00;1;7;100,0;1;1;0;7;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T09:00+02:00;2026-06-02T10:00+02:00;2026-06-02;09:00;10:00;2;13;100,0;1;1;0;13;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T09:00+02:00;2026-06-02T10:00+02:00;2026-06-02;09:00;10:00;Totalt i retning Sandnes;7;100,0;1;1;0;7;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T09:00+02:00;2026-06-02T10:00+02:00;2026-06-02;09:00;10:00;Totalt i retning Stavanger;13;100,0;1;1;0;13;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T09:00+02:00;2026-06-02T10:00+02:00;2026-06-02;09:00;10:00;Totalt;20;100,0;1;1;0;20;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T10:00+02:00;2026-06-02T11:00+02:00;2026-06-02;10:00;11:00;1;10;100,0;1;1;0;10;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T10:00+02:00;2026-06-02T11:00+02:00;2026-06-02;10:00;11:00;2;8;100,0;1;1;0;8;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T10:00+02:00;2026-06-02T11:00+02:00;2026-06-02;10:00;11:00;Totalt i retning Sandnes;10;100,0;1;1;0;10;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T10:00+02:00;2026-06-02T11:00+02:00;2026-06-02;10:00;11:00;Totalt i retning Stavanger;8;100,0;1;1;0;8;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T10:00+02:00;2026-06-02T11:00+02:00;2026-06-02;10:00;11:00;Totalt;18;100,0;1;1;0;18;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T11:00+02:00;2026-06-02T12:00+02:00;2026-06-02;11:00;12:00;1;10;100,0;1;1;0;10;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T11:00+02:00;2026-06-02T12:00+02:00;2026-06-02;11:00;12:00;2;14;100,0;1;1;0;14;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T11:00+02:00;2026-06-02T12:00+02:00;2026-06-02;11:00;12:00;Totalt i retning Sandnes;10;100,0;1;1;0;10;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T11:00+02:00;2026-06-02T12:00+02:00;2026-06-02;11:00;12:00;Totalt i retning Stavanger;14;100,0;1;1;0;14;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T11:00+02:00;2026-06-02T12:00+02:00;2026-06-02;11:00;12:00;Totalt;24;100,0;1;1;0;24;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T12:00+02:00;2026-06-02T13:00+02:00;2026-06-02;12:00;13:00;1;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T12:00+02:00;2026-06-02T13:00+02:00;2026-06-02;12:00;13:00;2;17;100,0;1;1;0;17;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T12:00+02:00;2026-06-02T13:00+02:00;2026-06-02;12:00;13:00;Totalt i retning Sandnes;13;100,0;1;1;0;13;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T12:00+02:00;2026-06-02T13:00+02:00;2026-06-02;12:00;13:00;Totalt i retning Stavanger;15;100,0;1;1;0;15;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T12:00+02:00;2026-06-02T13:00+02:00;2026-06-02;12:00;13:00;Totalt;28;100,0;1;1;0;28;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T13:00+02:00;2026-06-02T14:00+02:00;2026-06-02;13:00;14:00;1;15;100,0;1;1;0;15;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T13:00+02:00;2026-06-02T14:00+02:00;2026-06-02;13:00;14:00;2;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T13:00+02:00;2026-06-02T14:00+02:00;2026-06-02;13:00;14:00;Totalt i retning Sandnes;15;100,0;1;1;0;15;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T13:00+02:00;2026-06-02T14:00+02:00;2026-06-02;13:00;14:00;Totalt i retning Stavanger;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T13:00+02:00;2026-06-02T14:00+02:00;2026-06-02;13:00;14:00;Totalt;21;100,0;1;1;0;21;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T14:00+02:00;2026-06-02T15:00+02:00;2026-06-02;14:00;15:00;1;37;100,0;1;1;0;37;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T14:00+02:00;2026-06-02T15:00+02:00;2026-06-02;14:00;15:00;2;16;100,0;1;1;0;16;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T14:00+02:00;2026-06-02T15:00+02:00;2026-06-02;14:00;15:00;Totalt i retning Sandnes;37;100,0;1;1;0;37;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T14:00+02:00;2026-06-02T15:00+02:00;2026-06-02;14:00;15:00;Totalt i retning Stavanger;16;100,0;1;1;0;16;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T14:00+02:00;2026-06-02T15:00+02:00;2026-06-02;14:00;15:00;Totalt;53;100,0;1;1;0;53;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T15:00+02:00;2026-06-02T16:00+02:00;2026-06-02;15:00;16:00;1;94;100,0;1;1;0;94;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T15:00+02:00;2026-06-02T16:00+02:00;2026-06-02;15:00;16:00;2;35;100,0;1;1;0;35;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T15:00+02:00;2026-06-02T16:00+02:00;2026-06-02;15:00;16:00;Totalt i retning Sandnes;94;100,0;1;1;0;94;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T15:00+02:00;2026-06-02T16:00+02:00;2026-06-02;15:00;16:00;Totalt i retning Stavanger;35;100,0;1;1;0;35;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T15:00+02:00;2026-06-02T16:00+02:00;2026-06-02;15:00;16:00;Totalt;129;100,0;1;1;0;129;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T16:00+02:00;2026-06-02T17:00+02:00;2026-06-02;16:00;17:00;1;85;100,0;1;1;0;85;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T16:00+02:00;2026-06-02T17:00+02:00;2026-06-02;16:00;17:00;2;41;100,0;1;1;0;41;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T16:00+02:00;2026-06-02T17:00+02:00;2026-06-02;16:00;17:00;Totalt i retning Sandnes;85;100,0;1;1;0;85;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T16:00+02:00;2026-06-02T17:00+02:00;2026-06-02;16:00;17:00;Totalt i retning Stavanger;41;100,0;1;1;0;41;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T16:00+02:00;2026-06-02T17:00+02:00;2026-06-02;16:00;17:00;Totalt;126;100,0;1;1;0;126;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T17:00+02:00;2026-06-02T18:00+02:00;2026-06-02;17:00;18:00;1;36;100,0;1;1;0;36;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T17:00+02:00;2026-06-02T18:00+02:00;2026-06-02;17:00;18:00;2;19;100,0;1;1;0;19;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T17:00+02:00;2026-06-02T18:00+02:00;2026-06-02;17:00;18:00;Totalt i retning Sandnes;36;100,0;1;1;0;36;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T17:00+02:00;2026-06-02T18:00+02:00;2026-06-02;17:00;18:00;Totalt i retning Stavanger;19;100,0;1;1;0;19;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T17:00+02:00;2026-06-02T18:00+02:00;2026-06-02;17:00;18:00;Totalt;55;100,0;1;1;0;55;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T18:00+02:00;2026-06-02T19:00+02:00;2026-06-02;18:00;19:00;1;22;100,0;1;1;0;22;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T18:00+02:00;2026-06-02T19:00+02:00;2026-06-02;18:00;19:00;2;27;100,0;1;1;0;27;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T18:00+02:00;2026-06-02T19:00+02:00;2026-06-02;18:00;19:00;Totalt i retning Sandnes;24;100,0;1;1;0;24;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T18:00+02:00;2026-06-02T19:00+02:00;2026-06-02;18:00;19:00;Totalt i retning Stavanger;25;100,0;1;1;0;25;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T18:00+02:00;2026-06-02T19:00+02:00;2026-06-02;18:00;19:00;Totalt;49;100,0;1;1;0;49;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T19:00+02:00;2026-06-02T20:00+02:00;2026-06-02;19:00;20:00;1;16;100,0;1;1;0;16;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T19:00+02:00;2026-06-02T20:00+02:00;2026-06-02;19:00;20:00;2;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T19:00+02:00;2026-06-02T20:00+02:00;2026-06-02;19:00;20:00;Totalt i retning Sandnes;16;100,0;1;1;0;16;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T19:00+02:00;2026-06-02T20:00+02:00;2026-06-02;19:00;20:00;Totalt i retning Stavanger;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T19:00+02:00;2026-06-02T20:00+02:00;2026-06-02;19:00;20:00;Totalt;27;100,0;1;1;0;27;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T20:00+02:00;2026-06-02T21:00+02:00;2026-06-02;20:00;21:00;1;10;100,0;1;1;0;10;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T20:00+02:00;2026-06-02T21:00+02:00;2026-06-02;20:00;21:00;2;10;100,0;1;1;0;10;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-02T20:00+02:00;2026-06-02T21:00+02:00;2026-06-02;20:00;21:00;Totalt i retning Sandnes;9;100,0;1;1;0;9;0,00;-;-;-;-;-;-;-;-
